t,Y,C,G,B,W,N,pi,I
1977-01-01,-0.4741336844232169,-0.26535626870236584,-1.05393373710152,-2.606715552669181,2.4709898075727654,-1.2690078239744107,0.7460000278053854,-0.15295138888888876
1977-04-01,-0.16528646292792715,-0.1517176590320357,-0.9512495928652775,-3.0829676383240967,2.8091502402971535,-0.871467275450577,0.5527945769334494,-0.12295138888888876
1977-07-01,0.10192935362689504,0.003236745285972731,-1.021353673272296,-2.823853384658015,3.3044055905139924,-0.6837708825901068,0.36088629354205387,0.04954861111111115
1977-10-01,-0.08685322736519119,-0.14367937557762112,-1.2216387022006003,-2.9860174586891164,2.65705955034643,-0.5265828816816587,1.2899200166691467,0.31204861111111104
1978-01-01,-0.18258036273040013,-0.3569750686129858,-1.4038420468540203,-3.0177594032796407,3.034149911626205,-0.48612847945923576,0.5931662607436191,0.3695486111111113
1978-04-01,0.5910506322281517,0.20301582254731443,-0.9570056776110558,-3.440931054325147,3.266578619313587,0.1577884913447125,1.0460714056425042,0.41704861111111124
1978-07-01,0.6577658410392484,0.11767580350592333,-0.9074424061965569,-3.452259527960566,3.320894739616964,0.285876623569159,0.8353499887222146,0.6470486111111112
1978-10-01,0.8010536072450058,0.09377725513637358,-0.9625797534260183,-3.7313518320133188,3.1663408218260747,0.49563418961815486,1.1757049350450883,0.9345486111111115
1979-01-01,0.6654200745525252,0.04012294156976459,-1.285555243707126,-4.271831467761656,3.026691560647299,0.5955023261818848,0.958058500266404,1.212048611111111
1979-04-01,0.5156900763845229,-0.16870869869687333,-1.3159361117910606,-4.947265382320376,1.7597042523194606,0.598982461369646,1.5712620844031715,1.1970486111111112
1979-07-01,0.514573135853702,-0.15167549913113199,-1.222450729676039,-5.159534315554016,1.8396122600835785,0.7408375316425353,1.3145003092488479,1.3120486111111112
1979-10-01,0.38331993050535473,0.035032064327333856,-1.1678686539169814,-5.404520468678586,1.4177128116567683,0.7046166282768329,0.9896536690233745,2.1370486111111107
1980-01-01,0.27435785195928375,0.14253103165406955,-0.9046866379867069,-5.722762981201246,0.8833082033123052,0.557216508749292,1.2305162548939903,2.149548611111111
1980-04-01,-0.42678506691951057,-0.6763300124098759,-0.7894681303939777,-6.232069016894859,0.6461632979010146,0.021400366479928934,1.5022372856137418,3.097048611111111
1980-07-01,-0.6455203914532248,-0.683659278132076,-1.3482328817886913,-6.2787460545226885,0.3554795569966851,-0.18154338544391635,1.360272637526519,0.9520486111111109
1980-10-01,-0.37169011605260316,-0.552154899620172,-1.453484061512933,-6.645110461495507,-0.0538614253875469,0.06447746740523286,1.7225787887254178,1.897048611111111
1981-01-01,-0.05455064609845017,-0.6720064892341338,-1.2571388040573783,-6.704725491179897,-0.5438536612883738,0.14096213878174169,1.7512689144907583,3.4645486111111103
1981-04-01,-0.4074314611135499,-0.8935533536740703,-1.287665123469628,-7.338533043131368,-0.5820251965628742,0.09359401463759909,1.1134449954658872,2.6245486111111114
1981-07-01,-0.28831715777202227,-1.0674530361075352,-1.5542235639574464,-7.453084560916756,-0.9664682405015945,0.0017489316384011744,1.015954869578087,3.4545486111111106
1981-10-01,-0.7474739878227332,-1.4215791482481865,-1.3912357268817122,-7.452625746554026,-0.9614803389216942,-0.19207250599619918,0.8644281763757785,2.464548611111111
1982-01-01,-1.30742809920541,-1.5322959264722602,-1.4920663872249218,-7.331337585348285,-0.7729926018452682,-0.6847039263877086,0.5174497021867704,1.9995486111111114
1982-04-01,-1.3609884963842411,-1.6790230857600452,-1.4138513989121027,-7.540967680422906,-1.5616141982469411,-0.636621346582622,0.44186180703744987,2.429548611111111
1982-07-01,-1.631685843872832,-1.6657070737521984,-1.409765443060973,-6.810940222844625,-1.4546678493213117,-0.8898269457694674,0.5599733367649214,1.8420486111111114
1982-10-01,-1.802187051081039,-1.4850252851647205,-1.1307082098389376,-6.220118591332035,-1.8729503373656975,-1.2041791700491355,0.1825667027245877,1.1220486111111114
1983-01-01,-1.6422557520376246,-1.2993720328598357,-1.1029469449408857,-5.751919102558977,-1.5207931026610888,-1.1189546460219635,-0.09604139213148216,0.8645486111111113
1983-04-01,-1.242173838412941,-1.0710036719163707,-0.9832006858540243,-4.782466610638053,-1.5382719847360615,-0.892012792413599,-0.11012423745817274,0.8945486111111114
1983-07-01,-0.9208226727905444,-0.667426988321651,-0.7059529820000243,-4.299234078982805,-1.6390122424243314,-0.46979502034507625,0.2093289848738496,1.037048611111111
1983-10-01,-0.5813990096102728,-0.4820431158209626,-1.2705722124714214,-4.211908619945764,-1.4482610787339034,-0.08129055055849932,-0.09415100741503019,1.0645486111111113
1984-01-01,-0.2611369657919971,-0.27027104888595055,-1.053610980987818,-3.852459671790942,-1.7613546129652047,0.329701798140869,0.15958427324338792,1.0845486111111113
1984-04-01,0.0042121843666809156,-0.275161736340479,-0.6216471727835682,-3.553647123645276,-1.9246927827236915,0.5903821608385762,0.002851033616149863,1.267048611111111
1984-07-01,0.0734847419561202,-0.3120132514248475,-0.48278852259331373,-3.1276231954388276,-2.245561305094257,0.6285340955404894,0.036078820339227775,1.5020486111111115
1984-10-01,0.09818965988701578,-0.3322783945304497,-0.02273891360471403,-2.2390362655510696,-2.6650041070552577,0.7119074497693667,-0.1039629853517991,1.1920486111111113
1985-01-01,0.1758315848752856,0.08831835826139667,-0.033794775537332455,-2.0882074985204335,-3.0931400623238403,0.8480102834036884,0.13509968071423756,0.782048611111111
1985-04-01,0.2332967903848182,0.13218338865881307,0.3756158656945452,-1.6411087892263254,-2.9532080452227216,0.9564849388853602,-0.20740975698638459,0.7620486111111111
1985-07-01,0.4362803979689689,0.30918130721215853,0.8130427562607068,-1.4414793471355825,-3.125026589232993,0.9513456211155624,-0.2467962406267536,0.6645486111111111
1985-10-01,0.4405606899690717,0.3357986029604909,0.8229873243084995,-0.2792967127412893,-3.255563606587364,0.9959459846253349,-0.29135060333287094,0.6920486111111112
1986-01-01,0.5061118374797058,0.6640298365376829,0.7796901456899263,-0.19811615550316408,-3.214979544851082,0.8936100643778477,-0.3526491531124358,0.7295486111111112
1986-04-01,0.45526592860376525,0.4583382330964003,1.0926692960073758,0.29294198551974016,-3.3978666960403636,0.76304978730799,-0.4710428740380494,0.44204861111111127
1986-07-01,0.5199772947364956,0.5653602973932248,1.5113433564832413,0.6575892695284302,-3.613214720103586,0.8159658792114666,-0.43972335172421645,0.334548611111111
1986-10-01,0.4753666163740844,0.6762098957977969,1.2967194595313813,1.227256390981224,-3.7406374691081767,0.9258423627973578,-0.3053185242346516,0.1570486111111111
1987-01-01,0.49540419562630333,0.3548552280686845,1.3089355003315095,1.1129919374521235,-3.854411624068965,1.1712515596947082,-0.21115495992136396,0.3020486111111111
1987-04-01,0.5997292838590074,0.8634188872676862,1.40854043351748,1.3155336141697116,-4.025284552755837,1.2505297295516637,-0.15848104109752165,0.28704861111111135
1987-07-01,0.6424882152795242,0.9378304388757197,1.342568861489779,1.2458619401867488,-4.484275087990541,1.351507435343402,-0.09378814111286865,0.3395486111111111
1987-10-01,0.8883955108654584,0.8597138218289668,1.4679698685190257,1.5717288037556953,-4.331316898807658,1.5294788634009127,-0.0547746646080342,0.5170486111111113
1988-01-01,0.8507018736218175,1.1020349908284377,1.156119875710937,1.6296283948528556,-4.4988901278296245,1.4861880049768406,-0.06841506890495602,0.4020486111111112
1988-04-01,1.0144327548006205,1.0584343776599336,1.0989768734718908,1.674162681052227,-4.860120335550988,1.773326089151972,0.11956415044534224,0.41204861111111113
1988-07-01,0.9844588818744171,1.1691401647667465,0.8362746043599767,1.5828585982859023,-5.235546072126773,1.7648757597684028,0.34003101453945767,0.6320486111111112
1988-10-01,1.134308976363263,1.2787486979684015,1.194547829356818,1.816470417868865,-5.081836801266881,1.963489521395445,0.01124946125459509,0.7695486111111113
1989-01-01,1.2208157079560467,1.341050779996733,0.9476734380758245,1.7639627091181997,-5.325640940798393,2.14679631342074,0.18848314463857668,0.9745486111111109
1989-04-01,1.2444988675383462,1.3122042435962378,1.192433605616694,1.7176636280346769,-5.4982161978780475,2.177525897278798,0.2111723993143662,1.1545486111111112
1989-07-01,1.2498870767537085,1.2309537982892138,1.2670213024799093,1.717053916415856,-5.551759720656246,2.1555931193744993,-0.12163138594127582,1.004548611111111
1989-10-01,1.1126167355843597,1.179214461010547,1.2720628338162676,2.0278367296351405,-5.4937154064294225,2.070833494747104,-0.13898542410759313,0.904548611111111
1990-01-01,1.21266949997203,1.3791206442069548,1.5293910329498228,2.2643992517493885,-5.707563528967685,2.07310335081341,0.2245257348806347,0.7520486111111111
1990-04-01,1.1192824322648454,1.1591384595152299,1.4704537569572906,2.3951576016664813,-5.972437156470201,1.8806875500385178,0.26559062411120343,0.759548611111111
1990-07-01,0.9369806961638139,1.0677738549041749,1.3274991783394086,2.5373879083869566,-5.9851517439384105,1.6542479677089883,0.0036668554406900714,0.7320486111111113
1990-10-01,0.5026930523212902,0.9749716854102974,1.481338558230938,2.995271777857017,-6.091036437927122,1.4418462362258744,-0.1067240836595233,0.722048611111111
1991-01-01,0.19070895049169145,0.3250738503929096,1.3803751363952177,3.143972819219576,-6.531610996625203,1.1013519637856461,0.12554743563127096,0.4220486111111111
1991-04-01,0.19473821953566173,0.3591754242047607,1.2770533025744157,3.143145137360742,-6.542137790169411,0.8543526302464244,-0.11766939057304676,0.1720486111111112
1991-07-01,0.12012879474476712,0.31847867982666145,1.097492290860913,3.4840645549014058,-6.7032085183408086,0.7253921491673587,-0.06936064783611123,0.14954861111111123
1991-10-01,0.0019681790982772895,0.008745653225972205,0.821871416325548,3.8966567367248626,-6.964602985118806,0.578254856823035,-0.25768370686345116,-0.002951388888888795
1992-01-01,0.11128184709954247,0.3825282514123618,0.9052880796268425,3.9859822032738803,-6.913869786586613,0.342607033211495,-0.478099767971704,-0.2979513888888887
1992-04-01,0.18752881023600398,0.3045703899712926,0.7491793959159221,4.152177851784638,-7.002151012680047,0.34700620212784195,-0.24893224883577297,-0.3729513888888888
1992-07-01,0.2289320167410125,0.39835802044727586,0.8092644654735803,4.174910234109063,-7.075689617283754,0.28523876577355445,-0.36066023522815777,-0.4929513888888888
1992-10-01,0.2829533864951106,0.4725206107582647,0.6234805236330576,4.332212630684923,-7.257082204043153,0.3405230438679574,-0.16369578633021725,-0.5304513888888888
1993-01-01,0.13332836680486349,0.44654847942342535,0.1201595717676529,4.172066391706025,-7.225499619634301,0.470539463239783,-0.2893001878623928,-0.5504513888888888
1993-04-01,0.091993199894147,0.3938090115418902,-0.051494893059711444,4.396616811687181,-7.415482650517213,0.6655882634373445,-0.2549101700602045,-0.5654513888888888
1993-07-01,0.01385735801380239,0.45490394885883134,-0.21423903473922756,4.243307724223194,-7.606493315076213,0.7178206295663792,-0.256863204269228,-0.5404513888888888
1993-10-01,0.15274631131578786,0.4554903810038091,-0.2651463499603768,4.454923991965254,-7.572327086024067,0.8563139442659295,-0.30513232033435295,-0.5579513888888887
1994-01-01,0.21025863521368926,0.4195924619255553,-0.6847529133944708,4.224587667014312,-7.47737719435968,0.9290577351329432,-0.3710825356543183,-0.5429513888888888
1994-04-01,0.36280876925374184,0.5601191538677774,-0.6693662181961102,4.1515938512689585,-7.568674110259366,1.2475729629779497,-0.3672338109900168,-0.41545138888888883
1994-07-01,0.31567099274694144,0.4683518421047861,-0.37045505474182505,3.919523842355477,-7.665112308703903,1.4470208037993704,-0.2767046004147759,-0.24045138888888884
1994-10-01,0.4059420350181808,0.603124848434522,-0.6796247916131204,4.007770944811961,-7.645759457289203,1.4583100627699963,-0.30870208224025014,-0.1154513888888889
1995-01-01,0.31129938500584764,0.4634065866081283,-0.7119273777059565,3.8727028209748937,-7.806991852839351,1.494851879099146,-0.3070887617456301,0.07704861111111125
1995-04-01,0.20388811219296255,0.3422567198262616,-0.7195643215516245,3.867729836026573,-7.73498873883216,1.3776308636732626,-0.36989570237750663,0.20704861111111114
1995-07-01,0.22403289804087123,0.413972166582699,-0.95685808854995,3.5195403646034187,-7.422996296147932,1.571884078036323,-0.3572739609122714,0.1570486111111111
1995-10-01,0.19632116148891043,0.29613554899090566,-1.3146866134771784,3.1284012601980327,-7.363579988329261,1.539056579210385,-0.3685767022997248,0.13454861111111116
1996-01-01,0.20593419502639154,0.3351426823839265,-1.2447042137554654,3.322643998363878,-7.054708843605306,1.51187262041228,-0.3693956704341887,0.08454861111111112
1996-04-01,0.43787671744073275,0.6247366640436347,-1.223524902890727,3.1005979800079797,-6.85618796150449,1.6637382352266528,-0.43487222495823524,-0.000451388888888897
1996-07-01,0.4685710050312153,0.5408221534191071,-1.316219280687081,2.985533292838749,-6.493666809147802,1.7799978439076103,-0.5215228200936309,0.04454861111111135
1996-10-01,0.5289241383897414,0.552042290038246,-1.303050345823431,2.9728871395966197,-6.342671118416265,1.9652095000439296,-0.31688452939359885,0.004548611111111246
1997-01-01,0.5067864445664538,0.5854326381517616,-1.600462207545883,2.7631839604142003,-5.936301468076177,2.0944173432055457,-0.2530340948528413,0.007048611111111144
1997-04-01,0.7373806059525423,0.5556095283083096,-1.3687520557378097,2.3614905865570135,-5.548496122633062,2.1332588893035354,-0.6505108012438058,0.0720486111111111
1997-07-01,0.8543100066262799,0.6404507673570592,-1.4366292708668293,2.083109351635304,-5.163110727930165,2.1889431085587496,-0.4130875131737903,0.07454861111111116
1997-10-01,0.8691657225188498,0.7373750629928288,-1.37553962282424,2.0633264318230813,-4.3667750488395995,2.210186397549574,-0.5167982619644654,0.0695486111111112
1998-01-01,0.9369224523881003,0.7307868704083731,-1.6708798694820448,1.879440806922883,-3.630648781336565,2.285120751577896,-0.7068462036823512,0.08454861111111112
1998-04-01,0.9891961692478191,0.9019295807028094,-1.3162156106765632,1.5194966876524274,-2.9990384220871524,2.3355145163616697,-0.6126619065303288,0.05704861111111119
1998-07-01,1.1124380876772921,1.0234600344637634,-1.217111857181452,0.9784250712188247,-2.9475118199432826,2.281149436387686,-0.4265805150871686,0.07954861111111114
1998-10-01,1.3183127816693618,1.197911314275224,-1.1428756758231629,0.962226130156435,-2.301327257008401,2.4941790723814083,-0.5673588270935085,-0.03795138888888876
1999-01-01,1.3698706294710483,1.2263547753290194,-1.0494206496324043,0.7174752081967495,-1.7849029244253467,2.3780960653103644,-0.5242806274693393,-0.14795138888888879
1999-04-01,1.4014754013720987,1.4477112863553465,-0.9098754911674334,0.24215942252124867,-1.479965755669821,2.439325072671017,-0.4717563568102016,-0.12045138888888869
1999-07-01,1.5390025988805567,1.500967590642377,-0.588235919560498,-0.1080648046391186,-1.009753882194131,2.5083114791345062,-0.4956419699246177,-0.05795138888888881
1999-10-01,1.7521772430796556,1.6368960280463085,-0.21144769629874993,-0.06367229066739366,-0.7488928280135587,2.5206432067093942,-0.2955508335111127,-0.005451388888888693
2000-01-01,1.6621037451805432,1.7785547079308905,-0.4141002388152515,-0.5694074311051955,-0.7518730889269687,2.5541901097188235,-0.18614239301150953,0.05704861111111119
2000-04-01,1.9384865048443167,1.9441393510361227,-0.2628535330184256,-1.4286217552330338,-0.5034509076605964,2.5507485910398975,-0.2277287395505227,0.1995486111111111
2000-07-01,1.7841017342768328,1.9313332951750528,-0.42825751212620666,-1.953728079672673,-0.2983891014212814,2.466062944017744,-0.26582914587154044,0.32954861111111117
2000-10-01,1.7497740658429128,2.052746881392453,-0.32134496769780085,-2.4717906110596544,0.0849578925360861,2.2917011463198023,-0.31146960799432727,0.322048611111111
2001-01-01,1.4937181769214103,2.031801272992828,-0.03310578375077533,-2.470408483107367,0.1255514241886857,2.2068285162351486,-0.18963953138524098,0.18954861111111135
2001-04-01,1.478687154969771,1.7516568729414317,0.21394910942560408,-3.1427403625196138,0.4958015144733485,1.8922406832070582,-0.24914765226961827,-0.10545138888888878
2001-07-01,1.2006806397955705,1.7336204236237496,0.04055098722530737,-3.21652240478445,0.6495021711247162,1.5142358912283438,-0.45638257439668245,-0.3629513888888889
2001-10-01,1.0882843911805828,1.9116021876354194,0.3092204515493524,-3.044890057926258,0.9457673953103818,1.1483226328832696,-0.5354347637366722,-0.6829513888888887
2002-01-01,1.1254861580660913,1.5440839492865344,0.6751576311904373,-3.180356234556947,1.1683206110717714,0.8692000299675762,-0.5350807680306794,-0.8729513888888887
2002-04-01,1.1113418938086816,1.711651640451195,0.8696066123214496,-3.085704428225977,1.21671624386539,0.857473002120912,-0.5001935997541921,-0.8679513888888888
2002-07-01,1.0367741917694628,1.6511601231666617,0.9243781880654112,-3.116897219414272,1.4670255500695228,0.689281152137422,-0.37045306062523914,-0.8729513888888887
2002-10-01,0.8889958118093899,1.469869702753468,1.113429987278991,-2.885501158438469,1.6757096624187673,0.6542992216768795,-0.270166150689574,-0.8679513888888888
2003-01-01,0.85279250327428,1.514917691877371,1.1984647742360188,-3.108816046563673,1.76981044336173,0.4578347971805119,-0.361082989705183,-0.9954513888888887
2003-04-01,0.9061985048422372,1.5475695179962834,1.2795301802697612,-2.714160159255108,1.6685107272234045,0.312936335965075,-0.4975969770296211,-0.9904513888888888
2003-07-01,1.143776733016466,1.608648437207827,1.236579819241168,-2.7584585420167675,1.7367307967627754,0.27057852112775116,-0.27828732506984516,-1.0529513888888888
2003-10-01,1.254831695233416,1.6130399554112884,1.2804090858662853,-2.4566900737117314,1.1157641212812708,0.3141866371435764,-0.24158727660987517,-1.0529513888888888
2004-01-01,1.2319455629838272,1.6915416010845785,1.3583805612376487,-2.475307968981233,0.8431529853645481,0.360956759024722,-0.13776778240830162,-1.0554513888888888
2004-04-01,1.2589535456954293,1.6156574462006024,1.39093815027036,-2.492643540765588,0.4103376999492703,0.3223115685081268,-0.0450539501122919,-1.0554513888888888
2004-07-01,1.321147226102748,1.6609122856334757,1.4700418755990263,-2.6149919335464347,0.2738579477975511,0.38850674436115007,-0.21647170397411636,-0.9904513888888888
2004-10-01,1.396462563767753,1.7514070170882468,1.4702764578329308,-2.409311623671573,0.11990819617373472,0.45399843111444405,-0.07648162438364786,-0.8654513888888888
2005-01-01,1.5013554854067301,1.6599000000127484,1.5173840147140183,-2.3386303673837707,-0.25217448044971835,0.4487754922671172,-0.05261134654734583,-0.7354513888888888
2005-04-01,1.460123788026202,1.8227508419614402,1.4708810806315142,-2.6392344688047684,-0.42350087877027764,0.5177766771509607,-0.13157164708712238,-0.6079513888888888
2005-07-01,1.4802560847420487,1.9015618742994178,1.5250269146696915,-2.8837279322729503,-0.6040653884599623,0.5020920799777784,0.058876952042544346,-0.4904513888888889
2005-10-01,1.4386360917402197,1.735403482990061,1.5083358610445963,-2.6779323165415034,-0.7642770927979603,0.58743128684422,-0.030397028740500147,-0.3604513888888888
2006-01-01,1.6022575940244366,1.738341521747011,1.696432976681006,-2.5658410698972176,-0.8184528086429443,0.782859667299185,-0.14280965504591386,-0.23295138888888878
2006-04-01,1.498629899837134,1.6616932339693635,1.6339450801600819,-2.9535912636016572,-0.4995296727628995,0.772419685046577,0.020475850752246956,-0.10795138888888886
2006-07-01,1.3597174835546344,1.7024461451967898,1.501309908991244,-3.194764679050921,-0.5009198369164913,0.7943022615714668,-0.1526213964696958,0.004548611111111246
2006-10-01,1.392854598803983,1.5454809204575648,1.6769247326931414,-3.108731993987263,-0.051798945892089776,0.8315556313506001,-0.4918986836831089,0.007048611111111144
2007-01-01,1.2963138192372714,1.5009829423091592,1.7066002954394754,-3.181276652979703,-0.20103210533441995,0.7482046525336905,0.09752343403642022,0.007048611111111144
2007-04-01,1.2807861580255597,1.4135959953989197,1.8637578278528188,-3.6194023098221506,0.010278063694579842,0.7870903190576595,-0.15591048957157277,0.007048611111111144
2007-07-01,1.2481688615419317,1.3588593031144347,1.9283766641555733,-3.6878757785312297,0.41579773955588983,0.6457342949018674,-0.30369367422579935,0.009548611111111216
2007-10-01,1.2244243557382628,1.3929319823032138,2.172906411046771,-3.5097131763594303,0.5528880852519569,0.5019010386957845,-0.44449598479003577,-0.1154513888888889
2008-01-01,0.9463862219310393,1.3957946747064964,2.324911255642581,-3.362677302979261,0.8895025743841378,0.34462627218037056,-0.47933152987493494,-0.32045138888888886
2008-04-01,0.9272316579221451,1.2721052485761497,2.5933136743099716,-3.6549194743489553,1.2727821070993572,0.13052872719758746,-0.36550975771627287,-0.7354513888888888
2008-07-01,0.6221225570651079,1.1748847996018386,2.7400159215022146,-2.798548315066629,1.433951757216767,-0.2192918612659689,-0.09823725385278131,-0.8029513888888888
2008-10-01,-0.10738023909633299,0.5451673751991182,2.473263679991611,-1.553715356084595,1.8739273787939936,-0.9431637911728075,-0.6070012695565922,-1.0629513888888888
